"","...1","Area","Item","Year","yield_hg_per_ha","average_rain_fall_mm_per_year","pesticides_tonnes","avg_temp","yield_last_year"
"1458",24547,"Slovenia","Maize",2012,70816,1162,1016.08,11.12,86856
"1459",24551,"Slovenia","Maize",2013,54145,1162,917.49,11.58,70816
"1460",24544,"Slovenia","Potatoes",2011,264228,1162,1121.91,11.02,245353
"1461",24548,"Slovenia","Potatoes",2012,234061,1162,1016.08,11.12,264228
"1462",24552,"Slovenia","Potatoes",2013,187950,1162,917.49,11.58,234061
"1463",24545,"Slovenia","Soybeans",2011,27290,1162,1121.91,11.02,26606
"1464",24549,"Slovenia","Soybeans",2012,24500,1162,1016.08,11.12,27290
"1465",24553,"Slovenia","Soybeans",2013,16655,1162,917.49,11.58,24500
"1466",24546,"Slovenia","Wheat",2011,51770,1162,1121.91,11.02,48044
"1467",24550,"Slovenia","Wheat",2012,54376,1162,1016.08,11.12,51770
"1468",24554,"Slovenia","Wheat",2013,43528,1162,917.49,11.58,54376
"1469",25115,"South Africa","Maize",2011,43671,495,26857,20.72,46736
"1470",25143,"South Africa","Maize",2012,44905,495,26857,21.24,43671
"1471",25171,"South Africa","Maize",2013,42466,495,26857,21.31,44905
"1472",25119,"South Africa","Potatoes",2011,349826,495,26857,20.72,342609
"1473",25147,"South Africa","Potatoes",2012,351066,495,26857,21.24,349826
"1474",25175,"South Africa","Potatoes",2013,353546,495,26857,21.31,351066
"1475",25123,"South Africa","Rice, paddy",2011,26151,495,26857,20.72,25885
"1476",25151,"South Africa","Rice, paddy",2012,27273,495,26857,21.24,26151
"1477",25179,"South Africa","Rice, paddy",2013,26087,495,26857,21.31,27273
"1478",25127,"South Africa","Sorghum",2011,22399,495,26857,20.72,22671
"1479",25155,"South Africa","Sorghum",2012,27806,495,26857,21.24,22399
"1480",25183,"South Africa","Sorghum",2013,23507,495,26857,21.31,27806
"1481",25131,"South Africa","Soybeans",2011,16986,495,26857,20.72,18173
"1482",25159,"South Africa","Soybeans",2012,13771,495,26857,21.24,16986
"1483",25187,"South Africa","Soybeans",2013,15189,495,26857,21.31,13771
"1484",25135,"South Africa","Sweet potatoes",2011,30706,495,26857,20.72,30877
"1485",25163,"South Africa","Sweet potatoes",2012,30138,495,26857,21.24,30706
"1486",25191,"South Africa","Sweet potatoes",2013,29812,495,26857,21.31,30138
"1487",25139,"South Africa","Wheat",2011,33157,495,26857,20.72,25623
"1488",25167,"South Africa","Wheat",2012,37476,495,26857,21.24,33157
"1489",25195,"South Africa","Wheat",2013,36993,495,26857,21.31,37476
"1490",25619,"Spain","Maize",2011,113738,636,53549,17.9,105553
"1491",25640,"Spain","Maize",2012,109164,636,48668,17.51,113738
"1492",25661,"Spain","Maize",2013,110445,636,54197,17,109164
"1493",25622,"Spain","Potatoes",2011,307406,636,53549,17.9,293910
"1494",25643,"Spain","Potatoes",2012,304387,636,48668,17.51,307406
"1495",25664,"Spain","Potatoes",2013,309367,636,54197,17,304387
"1496",25625,"Spain","Rice, paddy",2011,75800,636,53549,17.9,75936
"1497",25646,"Spain","Rice, paddy",2012,79739,636,48668,17.51,75800
"1498",25667,"Spain","Rice, paddy",2013,77902,636,54197,17,79739
"1499",25628,"Spain","Sorghum",2011,43201,636,53549,17.9,51206
"1500",25649,"Spain","Sorghum",2012,35584,636,48668,17.51,43201
"1501",25670,"Spain","Sorghum",2013,50111,636,54197,17,35584
"1502",25631,"Spain","Soybeans",2011,24893,636,53549,17.9,23655
"1503",25652,"Spain","Soybeans",2012,27713,636,48668,17.51,24893
"1504",25673,"Spain","Soybeans",2013,28000,636,54197,17,27713
"1505",25634,"Spain","Sweet potatoes",2011,179410,636,53549,17.9,187394
"1506",25655,"Spain","Sweet potatoes",2012,164267,636,48668,17.51,179410
"1507",25676,"Spain","Sweet potatoes",2013,161919,636,54197,17,164267
"1508",25637,"Spain","Wheat",2011,34475,636,53549,17.9,30498
"1509",25658,"Spain","Wheat",2012,23718,636,48668,17.51,34475
"1510",25679,"Spain","Wheat",2013,36447,636,54197,17,23718
"1511",25842,"Sri Lanka","Cassava",2011,120967,1712,1290.31,26.65,120631
"1512",25850,"Sri Lanka","Cassava",2012,121660,1712,1112.8,26.88,120967
"1513",25858,"Sri Lanka","Cassava",2013,126527,1712,1235.31,27.03,121660
"1514",25843,"Sri Lanka","Maize",2011,27262,1712,1290.31,26.65,28061
"1515",25851,"Sri Lanka","Maize",2012,34187,1712,1112.8,26.88,27262
"1516",25859,"Sri Lanka","Maize",2013,30868,1712,1235.31,27.03,34187
"1517",25844,"Sri Lanka","Plantains and others",2011,112892,1712,1290.31,26.65,109294
"1518",25852,"Sri Lanka","Plantains and others",2012,120475,1712,1112.8,26.88,112892
"1519",25860,"Sri Lanka","Plantains and others",2013,114222,1712,1235.31,27.03,120475
"1520",25845,"Sri Lanka","Potatoes",2011,132500,1712,1290.31,26.65,135234
"1521",25853,"Sri Lanka","Potatoes",2012,155269,1712,1112.8,26.88,132500
"1522",25861,"Sri Lanka","Potatoes",2013,153210,1712,1235.31,27.03,155269
"1523",25846,"Sri Lanka","Rice, paddy",2011,35699,1712,1290.31,26.65,40558
"1524",25854,"Sri Lanka","Rice, paddy",2012,36057,1712,1112.8,26.88,35699
"1525",25862,"Sri Lanka","Rice, paddy",2013,38897,1712,1235.31,27.03,36057
"1526",25847,"Sri Lanka","Sorghum",2011,12857,1712,1290.31,26.65,12500
"1527",25855,"Sri Lanka","Sorghum",2012,12857,1712,1112.8,26.88,12857
"1528",25863,"Sri Lanka","Sorghum",2013,14227,1712,1235.31,27.03,12857
"1529",25848,"Sri Lanka","Soybeans",2011,15673,1712,1290.31,26.65,16711
"1530",25856,"Sri Lanka","Soybeans",2012,10987,1712,1112.8,26.88,15673
"1531",25864,"Sri Lanka","Soybeans",2013,16955,1712,1235.31,27.03,10987
"1532",25849,"Sri Lanka","Sweet potatoes",2011,81641,1712,1290.31,26.65,79014
"1533",25857,"Sri Lanka","Sweet potatoes",2012,78499,1712,1112.8,26.88,81641
"1534",25865,"Sri Lanka","Sweet potatoes",2013,93002,1712,1235.31,27.03,78499
"1535",25880,"Sudan","Maize",2013,15997,1712,2469.47,26.84,16634
"1536",25882,"Sudan","Potatoes",2013,166669,1712,2469.47,26.84,166663
"1537",25884,"Sudan","Rice, paddy",2013,33060,1712,2469.47,26.84,31746
"1538",25886,"Sudan","Sorghum",2013,6390,1712,2469.47,26.84,5481
"1539",25888,"Sudan","Sweet potatoes",2013,213626,1712,2469.47,26.84,214286
"1540",25890,"Sudan","Wheat",2013,19534,1712,2469.47,26.84,17297
"1541",25892,"Sudan","Yams",2013,21053,1712,2469.47,26.84,19737
"1542",26014,"Suriname","Cassava",2011,228356,2331,936.24,27.42,252560
"1543",26020,"Suriname","Cassava",2012,241965,2331,633.92,27.4,228356
"1544",26026,"Suriname","Cassava",2013,298608,2331,537.49,27.17,241965
"1545",26015,"Suriname","Maize",2011,22857,2331,936.24,27.42,23333
"1546",26021,"Suriname","Maize",2012,26364,2331,633.92,27.4,22857
"1547",26027,"Suriname","Maize",2013,24737,2331,537.49,27.17,26364
"1548",26016,"Suriname","Plantains and others",2011,312350,2331,936.24,27.42,280227
"1549",26022,"Suriname","Plantains and others",2012,309336,2331,633.92,27.4,312350
"1550",26028,"Suriname","Plantains and others",2013,307428,2331,537.49,27.17,309336
"1551",26017,"Suriname","Rice, paddy",2011,41331,2331,936.24,27.42,42329
"1552",26023,"Suriname","Rice, paddy",2012,43622,2331,633.92,27.4,41331
"1553",26029,"Suriname","Rice, paddy",2013,44965,2331,537.49,27.17,43622
"1554",26018,"Suriname","Soybeans",2011,8462,2331,936.24,27.42,14000
"1555",26024,"Suriname","Soybeans",2012,10000,2331,633.92,27.4,8462
"1556",26030,"Suriname","Soybeans",2013,10000,2331,537.49,27.17,10000
"1557",26019,"Suriname","Sweet potatoes",2011,179630,2331,936.24,27.42,190417
"1558",26025,"Suriname","Sweet potatoes",2012,185926,2331,633.92,27.4,179630
"1559",26031,"Suriname","Sweet potatoes",2013,169487,2331,537.49,27.17,185926
"1560",26072,"Sweden","Potatoes",2011,319681,624,1781,8.18,301218
"1561",26074,"Sweden","Potatoes",2012,325809,624,1814,7.21,319681
"1562",26076,"Sweden","Potatoes",2013,337563,624,1620,7.1,325809
"1563",26073,"Sweden","Wheat",2011,53786,624,1781,8.18,53966
"1564",26075,"Sweden","Wheat",2012,62379,624,1814,7.21,53786
"1565",26077,"Sweden","Wheat",2013,57792,624,1620,7.1,62379
"1566",26158,"Switzerland","Maize",2011,114447,1537,2132.14,8.68,84922
"1567",26162,"Switzerland","Maize",2012,108279,1537,2077.9,7.96,114447
"1568",26166,"Switzerland","Maize",2013,100837,1537,2098.5,7.94,108279
"1569",26159,"Switzerland","Potatoes",2011,457778,1537,2132.14,8.68,386978
"1570",26163,"Switzerland","Potatoes",2012,411034,1537,2077.9,7.96,457778
"1571",26167,"Switzerland","Potatoes",2013,325935,1537,2098.5,7.94,411034
"1572",26160,"Switzerland","Soybeans",2011,29386,1537,2132.14,8.68,28298
"1573",26164,"Switzerland","Soybeans",2012,28111,1537,2077.9,7.96,29386
"1574",26168,"Switzerland","Soybeans",2013,25252,1537,2098.5,7.94,28111
"1575",26161,"Switzerland","Wheat",2011,62952,1537,2132.14,8.68,57490
"1576",26165,"Switzerland","Wheat",2012,57763,1537,2077.9,7.96,62952
"1577",26169,"Switzerland","Wheat",2013,53834,1537,2098.5,7.94,57763
"1578",26277,"Tajikistan","Maize",2011,121228,691,264.6,8.45,120521
"1579",26283,"Tajikistan","Maize",2012,125670,691,264.6,7.71,121228
"1580",26289,"Tajikistan","Maize",2013,124827,691,264.6,10.1,125670
"1581",26278,"Tajikistan","Potatoes",2011,235049,691,264.6,8.45,239308
"1582",26284,"Tajikistan","Potatoes",2012,237444,691,264.6,7.71,235049
"1583",26290,"Tajikistan","Potatoes",2013,251396,691,264.6,10.1,237444
"1584",26279,"Tajikistan","Rice, paddy",2011,58186,691,264.6,8.45,51740
"1585",26285,"Tajikistan","Rice, paddy",2012,62517,691,264.6,7.71,58186
"1586",26291,"Tajikistan","Rice, paddy",2013,66592,691,264.6,10.1,62517
"1587",26280,"Tajikistan","Sorghum",2011,7981,691,264.6,8.45,17840
"1588",26286,"Tajikistan","Sorghum",2012,29444,691,264.6,7.71,7981
"1589",26292,"Tajikistan","Sorghum",2013,34000,691,264.6,10.1,29444
"1590",26281,"Tajikistan","Soybeans",2011,2688,691,264.6,8.45,2156
"1591",26287,"Tajikistan","Soybeans",2012,4000,691,264.6,7.71,2688
"1592",26293,"Tajikistan","Soybeans",2013,3273,691,264.6,10.1,4000
"1593",26282,"Tajikistan","Wheat",2011,23359,691,264.6,8.45,30159
"1594",26288,"Tajikistan","Wheat",2012,26758,691,264.6,7.71,23359
"1595",26294,"Tajikistan","Wheat",2013,29735,691,264.6,10.1,26758
"1596",26435,"Thailand","Cassava",2011,192995,1622,87191,27.56,185730
"1597",26442,"Thailand","Cassava",2012,219133,1622,69921,28.48,192995
"1598",26449,"Thailand","Cassava",2013,218232,1622,8136,28.98,219133
"1599",26436,"Thailand","Maize",2011,43297,1622,87191,27.56,41799
"1600",26443,"Thailand","Maize",2012,43225,1622,69921,28.48,43297
"1601",26450,"Thailand","Maize",2013,42242,1622,8136,28.98,43225
"1602",26437,"Thailand","Potatoes",2011,146421,1622,87191,27.56,142016
"1603",26444,"Thailand","Potatoes",2012,153378,1622,69921,28.48,146421
"1604",26451,"Thailand","Potatoes",2013,150014,1622,8136,28.98,153378
"1605",26438,"Thailand","Rice, paddy",2011,31867,1622,87191,27.56,29921
"1606",26445,"Thailand","Rice, paddy",2012,31865,1622,69921,28.48,31867
"1607",26452,"Thailand","Rice, paddy",2013,31463,1622,8136,28.98,31865
"1608",26439,"Thailand","Sorghum",2011,18436,1622,87191,27.56,19175
"1609",26446,"Thailand","Sorghum",2012,18814,1622,69921,28.48,18436
"1610",26453,"Thailand","Sorghum",2013,19061,1622,8136,28.98,18814
"1611",26440,"Thailand","Soybeans",2011,10841,1622,87191,27.56,17695
"1612",26447,"Thailand","Soybeans",2012,12897,1622,69921,28.48,10841
"1613",26454,"Thailand","Soybeans",2013,17308,1622,8136,28.98,12897
"1614",26441,"Thailand","Wheat",2011,9085,1622,87191,27.56,8756
"1615",26448,"Thailand","Wheat",2012,8696,1622,69921,28.48,9085
"1616",26455,"Thailand","Wheat",2013,12500,1622,8136,28.98,8696
"1617",26516,"Tunisia","Potatoes",2011,148760,207,422.24,19.53,155462
"1618",26519,"Tunisia","Potatoes",2012,150215,207,422.24,20.12,148760
"1619",26522,"Tunisia","Potatoes",2013,160417,207,422.24,20,150215
"1620",26517,"Tunisia","Sorghum",2011,4810,207,422.24,19.53,4773
"1621",26520,"Tunisia","Sorghum",2012,5106,207,422.24,20.12,4810
"1622",26523,"Tunisia","Sorghum",2013,5106,207,422.24,20,5106
"1623",26518,"Tunisia","Wheat",2011,20791,207,422.24,19.53,18923
"1624",26521,"Tunisia","Wheat",2012,20203,207,422.24,20.12,20791
"1625",26524,"Tunisia","Wheat",2013,14614,207,422.24,20,20203
"1626",27060,"Turkey","Maize",2011,71707,593,39534.43,19.36,72614
"1627",27090,"Turkey","Maize",2012,73884,593,42610.59,19.92,71707
"1628",27120,"Turkey","Maize",2013,89499,593,39440,20.22,73884
"1629",27065,"Turkey","Potatoes",2011,324041,593,39534.43,19.36,323303
"1630",27095,"Turkey","Potatoes",2012,280384,593,42610.59,19.92,324041
"1631",27125,"Turkey","Potatoes",2013,315329,593,39440,20.22,280384
"1632",27070,"Turkey","Rice, paddy",2011,90559,593,39534.43,19.36,86899
"1633",27100,"Turkey","Rice, paddy",2012,73539,593,42610.59,19.92,90559
"1634",27130,"Turkey","Rice, paddy",2013,81380,593,39440,20.22,73539
"1635",27075,"Turkey","Sorghum",2011,69231,593,39534.43,19.36,70968
"1636",27105,"Turkey","Sorghum",2012,76000,593,42610.59,19.92,69231
"1637",27135,"Turkey","Sorghum",2013,26544,593,39440,20.22,76000
"1638",27080,"Turkey","Soybeans",2011,38704,593,39534.43,19.36,36869
"1639",27110,"Turkey","Soybeans",2012,36394,593,42610.59,19.92,38704
"1640",27140,"Turkey","Soybeans",2013,41609,593,39440,20.22,36394
"1641",27085,"Turkey","Wheat",2011,27038,593,39534.43,19.36,24400
"1642",27115,"Turkey","Wheat",2012,26723,593,42610.59,19.92,27038
"1643",27145,"Turkey","Wheat",2013,28451,593,39440,20.22,26723
"1644",27330,"Uganda","Cassava",2011,48728,1180,88,23.89,61120
"1645",27339,"Uganda","Cassava",2012,32973,1180,88,24.03,48728
"1646",27348,"Uganda","Cassava",2013,35006,1180,88,24.13,32973
"1647",27331,"Uganda","Maize",2011,23999,1180,88,23.89,22999
"1648",27340,"Uganda","Maize",2012,24996,1180,88,24.03,23999
"1649",27349,"Uganda","Maize",2013,24949,1180,88,24.13,24996
"1650",27332,"Uganda","Plantains and others",2011,48000,1180,88,23.89,48000
"1651",27341,"Uganda","Plantains and others",2012,45999,1180,88,24.03,48000
"1652",27350,"Uganda","Plantains and others",2013,45000,1180,88,24.13,45999
"1653",27333,"Uganda","Potatoes",2011,49920,1180,88,23.89,47714
"1654",27342,"Uganda","Potatoes",2012,49440,1180,88,24.03,49920
"1655",27351,"Uganda","Potatoes",2013,45013,1180,88,24.13,49440
"1656",27334,"Uganda","Rice, paddy",2011,25889,1180,88,23.89,25070
"1657",27343,"Uganda","Rice, paddy",2012,23043,1180,88,24.03,25889
"1658",27352,"Uganda","Rice, paddy",2013,23011,1180,88,24.13,23043
"1659",27335,"Uganda","Sorghum",2011,12005,1180,88,23.89,11008
"1660",27344,"Uganda","Sorghum",2012,9008,1180,88,24.03,12005
"1661",27353,"Uganda","Sorghum",2013,8016,1180,88,24.13,9008
"1662",27336,"Uganda","Soybeans",2011,7000,1180,88,23.89,6000
"1663",27345,"Uganda","Soybeans",2012,5001,1180,88,24.03,7000
"1664",27354,"Uganda","Soybeans",2013,5000,1180,88,24.13,5001
"1665",27337,"Uganda","Sweet potatoes",2011,40000,1180,88,23.89,44955
"1666",27346,"Uganda","Sweet potatoes",2012,40978,1180,88,24.03,40000
"1667",27355,"Uganda","Sweet potatoes",2013,40059,1180,88,24.13,40978
"1668",27338,"Uganda","Wheat",2011,17692,1180,88,23.89,16667
"1669",27347,"Uganda","Wheat",2012,14286,1180,88,24.03,17692
"1670",27356,"Uganda","Wheat",2013,14286,1180,88,24.13,14286
"1671",27465,"Ukraine","Maize",2011,64446,565,79491.7,8.48,45147
"1672",27471,"Ukraine","Maize",2012,47946,565,90814.8,8.56,64446
"1673",27477,"Ukraine","Maize",2013,64119,565,86781.8,10.33,47946
"1674",27466,"Ukraine","Potatoes",2011,168039,565,79491.7,8.48,132481
"1675",27472,"Ukraine","Potatoes",2012,161001,565,90814.8,8.56,168039
"1676",27478,"Ukraine","Potatoes",2013,159664,565,86781.8,10.33,161001
"1677",27467,"Ukraine","Rice, paddy",2011,57399,565,79491.7,8.48,50512
"1678",27473,"Ukraine","Rice, paddy",2012,61938,565,90814.8,8.56,57399
"1679",27479,"Ukraine","Rice, paddy",2013,59938,565,86781.8,10.33,61938
"1680",27468,"Ukraine","Sorghum",2011,26372,565,79491.7,8.48,21394
"1681",27474,"Ukraine","Sorghum",2012,15230,565,90814.8,8.56,26372
"1682",27480,"Ukraine","Sorghum",2013,27409,565,86781.8,10.33,15230
"1683",27469,"Ukraine","Soybeans",2011,20394,565,79491.7,8.48,16207
"1684",27475,"Ukraine","Soybeans",2012,17065,565,90814.8,8.56,20394
"1685",27481,"Ukraine","Soybeans",2013,20535,565,86781.8,10.33,17065
"1686",27470,"Ukraine","Wheat",2011,33533,565,79491.7,8.48,26816
"1687",27476,"Ukraine","Wheat",2012,27999,565,90814.8,8.56,33533
"1688",27482,"Ukraine","Wheat",2013,33931,565,86781.8,10.33,27999
"1689",27683,"United Kingdom","Potatoes",2011,432192,1220,16401.66,9.82,438841
"1690",27693,"United Kingdom","Potatoes",2012,305570,1220,17718.64,9.27,432192
"1691",27703,"United Kingdom","Potatoes",2013,408993,1220,17673.46,8.76,305570
"1692",27688,"United Kingdom","Wheat",2011,77471,1220,16401.66,9.82,76746
"1693",27698,"United Kingdom","Wheat",2012,66571,1220,17718.64,9.27,77471
"1694",27708,"United Kingdom","Wheat",2013,73838,1220,17673.46,8.76,66571
"1695",27853,"Uruguay","Maize",2011,35377,1300,17517.76,16.9,55115
"1696",27860,"Uruguay","Maize",2012,42615,1300,23506.4,17.53,35377
"1697",27867,"Uruguay","Maize",2013,56309,1300,19028.6,15.92,42615
"1698",27854,"Uruguay","Potatoes",2011,177610,1300,17517.76,16.9,200915
"1699",27861,"Uruguay","Potatoes",2012,219891,1300,23506.4,17.53,177610
"1700",27868,"Uruguay","Potatoes",2013,224434,1300,19028.6,15.92,219891
"1701",27855,"Uruguay","Rice, paddy",2011,83827,1300,17517.76,16.9,70954
"1702",27862,"Uruguay","Rice, paddy",2012,78513,1300,23506.4,17.53,83827
"1703",27869,"Uruguay","Rice, paddy",2013,78812,1300,19028.6,15.92,78513
"1704",27856,"Uruguay","Sorghum",2011,39299,1300,17517.76,16.9,39093
"1705",27863,"Uruguay","Sorghum",2012,42273,1300,23506.4,17.53,39299
"1706",27870,"Uruguay","Sorghum",2013,42653,1300,19028.6,15.92,42273
"1707",27857,"Uruguay","Soybeans",2011,17875,1300,17517.76,16.9,21124
"1708",27864,"Uruguay","Soybeans",2012,23902,1300,23506.4,17.53,17875
"1709",27871,"Uruguay","Soybeans",2013,26333,1300,19028.6,15.92,23902
"1710",27858,"Uruguay","Sweet potatoes",2011,94872,1300,17517.76,16.9,94156
"1711",27865,"Uruguay","Sweet potatoes",2012,94375,1300,23506.4,17.53,94872
"1712",27872,"Uruguay","Sweet potatoes",2013,93902,1300,19028.6,15.92,94375
"1713",27859,"Uruguay","Wheat",2011,33979,1300,17517.76,16.9,32196
"1714",27866,"Uruguay","Wheat",2012,21822,1300,23506.4,17.53,33979
"1715",27873,"Uruguay","Wheat",2013,33177,1300,19028.6,15.92,21822
"1716",28034,"Zambia","Cassava",2011,57754,1020,1670,20.88,57968
"1717",28042,"Zambia","Cassava",2012,58188,1020,1670,20.8,57754
"1718",28050,"Zambia","Cassava",2013,58248,1020,1670,20.14,58188
"1719",28035,"Zambia","Maize",2011,27414,1020,1670,20.88,25871
"1720",28043,"Zambia","Maize",2012,26545,1020,1670,20.8,27414
"1721",28051,"Zambia","Maize",2013,25382,1020,1670,20.14,26545
"1722",28036,"Zambia","Potatoes",2011,156005,1020,1670,20.88,162228
"1723",28044,"Zambia","Potatoes",2012,155862,1020,1670,20.8,156005
"1724",28052,"Zambia","Potatoes",2013,158337,1020,1670,20.14,155862
"1725",28037,"Zambia","Rice, paddy",2011,17974,1020,1670,20.88,16778
"1726",28045,"Zambia","Rice, paddy",2012,17255,1020,1670,20.8,17974
"1727",28053,"Zambia","Rice, paddy",2013,11617,1020,1670,20.14,17255
"1728",28038,"Zambia","Sorghum",2011,8223,1020,1670,20.88,9593
"1729",28046,"Zambia","Sorghum",2012,9787,1020,1670,20.8,8223
"1730",28054,"Zambia","Sorghum",2013,6478,1020,1670,20.14,9787
"1731",28039,"Zambia","Soybeans",2011,19427,1020,1670,20.88,18409
"1732",28047,"Zambia","Soybeans",2012,23941,1020,1670,20.8,19427
"1733",28055,"Zambia","Soybeans",2013,20909,1020,1670,20.14,23941
"1734",28040,"Zambia","Sweet potatoes",2011,33930,1020,1670,20.88,36651
"1735",28048,"Zambia","Sweet potatoes",2012,39181,1020,1670,20.8,33930
"1736",28056,"Zambia","Sweet potatoes",2013,38873,1020,1670,20.14,39181
"1737",28041,"Zambia","Wheat",2011,63068,1020,1670,20.88,63118
"1738",28049,"Zambia","Wheat",2012,68135,1020,1670,20.8,63068
"1739",28057,"Zambia","Wheat",2013,65435,1020,1670,20.14,68135
"1740",28218,"Zimbabwe","Cassava",2011,45589,657,3340.35,20.78,45152
"1741",28226,"Zimbabwe","Cassava",2012,47010,657,3375.53,20.52,45589
"1742",28234,"Zimbabwe","Cassava",2013,46000,657,2550.07,19.76,47010
"1743",28219,"Zimbabwe","Maize",2011,6568,657,3340.35,20.78,8751
"1744",28227,"Zimbabwe","Maize",2012,7912,657,3375.53,20.52,6568
"1745",28235,"Zimbabwe","Maize",2013,7449,657,2550.07,19.76,7912
"1746",28220,"Zimbabwe","Potatoes",2011,167336,657,3340.35,20.78,166825
"1747",28228,"Zimbabwe","Potatoes",2012,171875,657,3375.53,20.52,167336
"1748",28236,"Zimbabwe","Potatoes",2013,165714,657,2550.07,19.76,171875
"1749",28221,"Zimbabwe","Rice, paddy",2011,22704,657,3340.35,20.78,22775
"1750",28229,"Zimbabwe","Rice, paddy",2012,22581,657,3375.53,20.52,22704
"1751",28237,"Zimbabwe","Rice, paddy",2013,22581,657,2550.07,19.76,22581
"1752",28222,"Zimbabwe","Sorghum",2011,2267,657,3340.35,20.78,2702
"1753",28230,"Zimbabwe","Sorghum",2012,2046,657,3375.53,20.52,2267
"1754",28238,"Zimbabwe","Sorghum",2013,3066,657,2550.07,19.76,2046
"1755",28223,"Zimbabwe","Soybeans",2011,12054,657,3340.35,20.78,13557
"1756",28231,"Zimbabwe","Soybeans",2012,15300,657,3375.53,20.52,12054
"1757",28239,"Zimbabwe","Soybeans",2013,13142,657,2550.07,19.76,15300
"1758",28224,"Zimbabwe","Sweet potatoes",2011,21953,657,3340.35,20.78,21905
"1759",28232,"Zimbabwe","Sweet potatoes",2012,22222,657,3375.53,20.52,21953
"1760",28240,"Zimbabwe","Sweet potatoes",2013,22222,657,2550.07,19.76,22222
"1761",28225,"Zimbabwe","Wheat",2011,26274,657,3340.35,20.78,27681
"1762",28233,"Zimbabwe","Wheat",2012,24420,657,3375.53,20.52,26274
"1763",28241,"Zimbabwe","Wheat",2013,22888,657,2550.07,19.76,24420
